Project ID,Insect Type,Insect Order,Project Title,Project Description,Type,16s rRNA,full_results
PRJNA270053,Bumble bee,Hymenoptera,16S rDNA gut bumblebee Targeted Locus (Loci),Deep sequencing comparison of gut microbiota of indoor reared versus outdoor placed bumblebee hives (B. terrestris) by use of Illumina sequencing,paired,1,1
PRJNA268795,Galleria mellonella,Lepidoptera,Galleria mellonella gut,Galleria mellonella gut,single,0,0
PRJNA266577,Bumblebee,Hymenoptera,16S rDNA gut bumblebee Targeted Locus (Loci),The impact of contact with bumblebee colony on colonization dynamics of bacteria in gut of Bombus terrestris by use of Illumina sequencing,paired,1,1
PRJNA264790,Panesthia angustipennis/Salganea esakii ,Blattodea,1) Panesthia angustipennis; 2) Salganea esakii Targeted Locus (Loci),"In this study, the gut microbiota of wood-feeding cockroaches was investigated.",single,0,0
PRJNA260993,Apis mellifera,Hymenoptera,Apis mellifera ligustica midgut microbial diversity,"Apis mellifera ligustica midgut microbial diversity, fed by different concentration pesticide diet, and sampled at 5 different time point.",single,0,0
PRJNA260024,Apis mellifera,Hymenoptera,Gut microbial community of Apis mellifera Targeted Locus (Loci),Sesonal characterization of midgut bacterial community by 16S,paired,0,0
PRJNA258466,Spodoptera frugiperda,Lepidoptera,Metatranscriptome of lab-reared Spodoptera frugiperda larvae guts,"The purpose of this study is to perform a comprehensive analysis which integrates Spodoptera frugiperda gene expression data with environmental information and taxa associated with S. frugiperda larvae guts. For this, total RNA extracted from laboratory reared S. frugiperda larvae guts, originally collected from a maize (Zea mays) field in Tucumán province (Argentina), was submitted to sequence-independent amplification and high-throughput pyrosequencing. Due to the fact that total RNA was amplified using a modified sequence-independent amplification protocol and, for this, first-strand reverse transcription was initiated with a random octamer linked to a specific primer sequence, an unbiased random collection of transcripts was obtained for each sample.",single,0,0
PRJEB6788,Mosquito,Diptera,Developmental succession of the microbiome of Culex mosquitoes,"Background The native microflora associated with mosquitoes have important roles in mosquito development and vector competence. Sequencing of bacterial V3 region from 16S rRNA genes across the developmental stages of Culex mosquitoes (early and late larval instars, pupae and adults) was used to test the hypothesis that bacteria found in the larval stage of Culex are transstadially transmitted to the adult stage, and to compare the microbiomes of field-collected versus laboratory-reared mosquitoes. Results Beta diversity analysis revealed that bacterial community structure differed among three life stages (larvae, pupae and adults) of Culex tarsalis. Although only ~2 % of the total number of bacterial OTUs were found in all stages, sequences from these OTUs accounted for nearly 82 % of the total bacterial sequences recovered from all stages. Thorsellia (Gammaproteobacteria) was the most abundant bacterial taxon found across all developmental stages of field-collected Culex mosquitoes, but was rare in mosquitoes from laboratory-reared colonies. The proportion of Thorsellia sequences in the microbiomes of mosquito life stages varied ontogenetically with the greatest proportions recovered from the pupae of C. tarsalis and the lowest from newly emerged adults. The microbiome of field-collected late instar larvae was not influenced significantly by differences in the microbiota of the habitat due to habitat age or biopesticide treatments. The microbiome diversity was the greatest in the early instar larvae and the lowest in laboratory-reared mosquitoes. Conclusions Bacterial communities in early instar C. tarsalis larvae were significantly more diverse when compared to late instar larvae, pupae and newly emerged adults. Some of the bacterial OTUs found in the early instar larvae were also found across developmental stages. Thorsellia dominated the bacterial communities in field-collected immature stages but occurred at much lower relative abundance in adults. Differences in microbiota observed in larval habitats did not influence bacterial community profiles of late instar larvae or adults. However, bacterial communities in laboratory-reared C. tarsalis larvae differed significantly from the field. Determining the role of Thorsellia in mosquitoes and its distribution across different species of mosquitoes warrants further investigation.",paired,1,1
PRJEB3414,Blattella germanica,Blattodea,Ontogeny of the gut microbiota in the cockroach Blattella germanica,"Bacterial symbionts of insects have many metabolic activities that are absent in their hosts, and vice versa. Blattabacterium lives inside the fat body cells of most of the cockroaches and plays an important role in nitrogen recycling. These insects also carry a variety of exosymbionts attached to the gastrointestinal walls, which collaborate in digestion and act as a barrier against colonization by pathogens, among other functions. For this work, the cockroach Blattella germanica was chosen in part by its importance as an indoor pest and also, because of its experimental convenience due to its short life cycle. The mode of acquisition of the gut exosymbionts is unknown, as well as the dynamics of their ecological succession across the life cycle of the insect. We have characterized the intestinal flora by different approaches. First, electron scanning microscopy confirmed the presence of a bacterial biofilm exclusively in the hindgut. qPCR revealed that the bacterial load in the gut increases with age. Pyrosequencing the hyper-variable regions V1-V3 of the 16S rRNA genes present in the guts of all the nymphal instars and adults of B. germanica revealed that the microbial composition is stage-specific through the development of the insect. Last, analysis of the embryos demonstrated that Blattabacterium is the only symbiont inherited maternally via the eggs, running out to elucidate the mode of adquisition of the intestinal microbiota.",single,0,0
PRJNA251955,Dialeurolonga malleshwaramensis,Hemiptera,Dialeurolonga malleshwaramensis Metagenome,Analysis of the bacterial diversity in D.malleshwaramensis,single,0,0
PRJNA251952,,,insect gut metagenome Genome sequencing,,paired,0,0
PRJNA240138,Mosquito,Diptera,Mosquito gut Metagenome,"Bacterial diversity in the midgut of An. minimus, and the communities of Plasmodium-infected and uninfected mosquitoes were identified and compared using both culture-dependent and culture-independent methods.",single,0,0
PRJNA236457,gypsy moth,Lepidoptera,Bacteria of gypsy moth midgut in interactions with plant defenses Targeted Locus (Loci),Study investigated the influence of bacteria on on insect host when insect was consuming plant defense chemicals. Growth of the insect and the response of the bacterial community under different treatments was evaluated.,single,0,0
PRJNA232504,Ixodes scapularis,Acari,Ixodes scapularis gut microbiota,Gut microbiota of Ixodes scapularis (black-legged tick) might play a role in the ability of ticks to transmit pathogens. This study examines the composition of the tick gut microbiota by 16S rDNA sequencing.,single,0,0
PRJNA227767, Cephalotes,Hymenoptera,Comparative survey of Cephalotes gut bacteria,"Survey of gut associated bacterial 16S sequence focused on species of Cephalotes, a neotropical tree-dwelling ant.",single,0,0
PRJNA227172,Cockroach,Blattodea,Cockroach gut microbiota Targeted Locus (Loci),"The role of the termite gut microbiota has been studied intensively, but little is known about the cockroach gut microbiota and its function in digestion and nutrition, particularly the adaptation to different diets. The blattid cockroach Shelfordella lateralis was fed four different experimental diets (chicken feed, soy, bran and bran-cellulose) and changes to the colonic microbiota were assessed by pyrosequencing of 16S rRNA genes.",single,0,0
PRJNA226433,Cephalotes varians,Hymenoptera,Gut microbiota of Cephalotes varians Metagenome,"Insect guts are often colonized by multi-species microbial communities that play integral roles in nutrition, digestion, and defense. Community composition can differ across host species with increasing dietary and genetic divergence, yet gut microbiota can also vary between conspecific hosts and across an individual’s lifespan. Through exploration of such intraspecific variation and its correlates, molecular profiling of microbial communities can generate and test hypotheses on the causes and consequences of symbioses. In this study, we used 454 pyrosequencing and TRFLP analyses to achieve these goals in an herbivorous ant, Cephalotes varians, exploring variation in bacterial communities across colonies, populations, and workers reared on different diets. We found that C. varians bacterial communities were dominated by 16 core species present in over two-thirds of the sampled colonies. Core bacteria hailed from ant-specific clades, with most having close relatives in other Cephalotes species. Yet three were detected in environmental samples, suggesting possible environmental acquisition. In spite of their prevalence and long-standing relationships with Cephalotes ants, the relative abundance and genotypic composition of core species varied across colonies. Diet-induced plasticity is a likely cause, but only pollen-based diets had consistent effects, altering the abundance of just a few bacteria. Additional factors such as host age, genetics, chance, or natural selection must therefore shape natural variation. Future studies on these possibilities and on bacterial contributions to the use of pollen, a widespread food source across Cephalotes, will be important steps in developing C. varians as a model for studying widespread social insect-bacteria symbioses.",single,0,0
PRJNA225635,Weta,Orthoptera,Weta gut homogenate Targeted Locus (Loci),PCR amplification of prokaryotic and eukaryotic ribosomal small subunits. Sequence data were generated by Roche 454 pyrosequencing. Adult weta were collected from Auckland. Insects were dissected and the entire gut homogenised by mortar and pestle under liquid nitrogen.,paired,0,0
